CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD
2010hs,51,0.0756,0.00508,0.07514,0.005,0.076,0.005,18.5612,0.287885,37.8142,0.289148,-9.0,0,0,-0.101863,0.047675,1.12001,0.55185,18.1524,0.0763926,0.000984141,6.92443e-05,0.00308311,-5.72566e-06,-2.53013e-06,36.4131,24.7649,-999,-999,-9.0,-129.296,250,0.0999529,10.4575,0.005,55457.2,0.7243,24,5.2025,0.99998,0.1265,0.1512,0.019,0.005,1.0,0.002
520071,15,0.41161,0.00154,0.41152,0.001,0.411,0.001,22.5601,0.146641,41.8131,0.149106,-9.0,0,0,-0.059074,0.039141,-0.200691,0.43189,22.4019,0.0511883,1.96451e-05,9.2619e-07,0.00611896,-2.46684e-07,-2.92856e-08,215.504,53.6193,-999,-999,19.7077,-19.0392,250,0.00617008,10.641,0.319,56461.5,0.4301,47,30.1342,0.97351,0.1013,0.0095,-0.0576,0.002,0.94,0.0
020090,15,0.41004,0.00154,0.40995,0.001,0.4094,0.001,22.4306,0.278663,41.6836,0.279968,-9.0,0,0,-0.013278,0.045191,0.32073,0.90738,22.3072,0.056404,2.14355e-05,1.11358e-06,0.0016285,-3.85031e-07,-2.17802e-08,212.879,53.5796,-999,-999,18.6754,-18.8531,250,0.0110757,11.32,0.273,55272.2,0.9616,38,32.306,0.72953,0.1964,0.0095,-0.0875,0.002,0.959,0.0
050296,15,0.35099,0.00151,0.35087,0.001,0.3508,0.001,22.0002,0.159103,41.2532,0.161378,-9.0,0,0,-0.053551,0.037332,0.81669,0.48131,21.741,0.0470053,3.61088e-05,1.56328e-06,0.00727302,-4.64919e-07,-4.52528e-08,243.451,55.6085,-999,-999,20.2321,-27.2996,250,0.00655438,10.905,0.029,55358.9,0.4471,31,41.4968,0.0986274,0.1001,0.0107,-0.0256,0.001,1.0,0.002
000038,15,0.1505,0.00139,0.15036,0.001,0.1513,0.001,19.8528,0.167881,39.1058,0.170038,-9.0,0,0,-0.028408,0.028971,0.71049,0.19695,19.711,0.0348121,0.000234216,7.5097e-06,0.000546064,-4.01455e-07,-1.77185e-07,35.0957,-4.6725,-999,-999,19.8918,-36.9711,250,0.0189366,9.126,0.459,55204.3,0.1842,10,8.81306,0.54993,0.0716,0.0215,-0.0016,0.002,1.0,0.008
21006,1,0.29251,0.00511,0.29241,0.005,0.2932,0.005,21.3848,0.227227,40.6378,0.228825,-9.0,0,0,-0.125515,0.040733,-0.124814,0.80076,21.105,0.0510379,6.48659e-05,3.0492e-06,0.00736975,-1.06281e-06,-6.93432e-08,47.9418,0.0919,-9,-9,-9.0,-22.4349,250,0.0644121,7.0,-9.0,54415.2,0.5477,36,31.7605,0.67048,0.155,0.0428,0.0375,0.008,0.86,0.0
06D2cc,4,0.53372,0.00162,0.53377,0.001,0.532,0.001,22.9119,0.272484,42.1649,0.273819,-9.0,0,0,0.072469,0.049189,-0.578375,0.32797,23.1846,0.0423276,9.55341e-06,3.72441e-07,0.00474583,-7.2057e-08,-1.08955e-08,149.862,2.4514,-999,-999,-9.0,11.5203,250,0.0164601,10.87,0.1085,53788.6,0.4468,22,31.583,0.0847892,0.1362,0.008,-0.0891,0.005,1.0,0.017
1249851,10,0.21507,0.00113,0.21511,0.0005,0.21552,0.0005,20.6295,0.477123,39.8825,0.477887,-9.0,0,0,0.011385,0.093757,-2.07449,0.72983,20.9666,0.12754,7.3685e-05,8.65596e-06,-0.004057,-2.25689e-07,-1.45783e-07,55.218,-29.4,-999,-999,3.16,9.2775,250,0.0119694,11.303,0.016,56556.1,2.928,8,9.08177,0.33544,0.3216,0.0125,-0.0566,0.005,1.0,0.008
05D4av,4,0.50739,0.00161,0.50737,0.001,0.509,0.001,22.9889,0.287557,42.2419,0.288822,-9.0,0,0,0.16478,0.029697,0.87099,0.1779,23.3015,0.0290916,8.57843e-06,2.29853e-07,0.000212627,-1.07486e-08,-4.68809e-09,333.544,-17.9119,-999,-999,-9.0,-3.6266,250,0.0247294,10.285,0.1175,53553.5,0.2644,48,56.139,0.19625,0.0853,0.0083,-0.1209,0.01,1.0,0.029
ASASSN-14fa,56,0.02316,0.00087,0.02262,0.00015,0.02315,0.00015,15.63,0.273642,34.883,0.27497,-9.0,0,0,-0.090364,0.056882,-1.93908,0.26272,15.7401,0.0458916,0.00907693,0.000383662,0.00108141,-7.50057e-06,-1.58964e-05,43.0961,-31.8217,-999,-999,-9.0,-159.488,250,0.0174568,9.74865,0.0,56879.5,0.4167,12,9.74464,0.63835,0.1485,0.0825,0.0511,0.003,1.0,0.006
1299775,10,0.16004,0.00109,0.16009,0.0005,0.16051,0.0005,19.7898,0.269298,39.0428,0.270648,-9.0,0,0,0.18093,0.037884,-0.41485,0.19733,20.3483,0.0476786,0.000130224,5.71862e-06,0.00159924,-4.32872e-07,-1.77582e-07,53.4389,-29.6767,-999,-999,0.2,11.3957,250,0.00930248,10.783,0.134,56940.2,0.32,19,8.41258,0.98202,0.0859,0.0159,-0.1146,0.01,1.0,0.025
580275,15,0.38248,0.00153,0.3825,0.001,0.383,0.001,22.1196,0.263796,41.3726,0.265174,-9.0,0,0,-0.083796,0.039481,-0.492266,0.93151,21.9555,0.0465067,2.96353e-05,1.26941e-06,0.00536672,-5.9177e-07,-2.62085e-08,54.1391,-28.6139,-999,-999,18.8483,4.8943,250,0.010939,11.33,0.127,56655.4,0.9333,18,10.9017,0.89848,0.1788,0.0101,-0.03,0.002,1.0,0.001
1997Y,62,0.01705,0.00085,0.01661,1e-05,0.01608,1e-05,14.9443,0.212756,34.1973,0.214463,-9.0,0,0,-0.013591,0.028161,-1.06703,0.13548,15.0764,0.0317453,0.0167275,0.000489087,-0.000207292,2.90812e-06,-1.15152e-05,191.381,54.7381,-999,-999,-9.0,-127.659,250,0.0143306,10.0796,0.12,50489.1,0.4665,11,11.2737,0.42063,0.0671,0.1092,-0.0357,0.001,1.0,0.005
1307277,10,0.41123,0.00128,0.41114,0.0005,0.41216,0.0005,22.409,0.316941,41.662,0.318089,-9.0,0,0,0.061551,0.058005,-0.210951,0.81507,22.5756,0.0781798,1.67396e-05,1.20536e-06,0.0121794,-6.1684e-07,-3.72929e-08,41.7388,-0.2355,-999,-999,0.16,-17.9482,250,0.0304936,10.612,0.013,57284.2,0.8368,61,30.5216,0.99962,0.1975,0.0079,-0.1072,0.004,1.0,0.009
2008050,65,0.04625,0.0009,0.04627,0.0002,0.04526,0.0002,17.0106,0.216428,36.2636,0.218105,-9.0,0,1,-0.011597,0.034393,1.07343,0.40803,16.8728,0.0431837,0.00319807,0.000127199,-0.00164164,-1.92709e-06,-3.71568e-06,204.198,5.1418,-999,-999,-9.0,6.3868,250,0.0228029,9.02736,0.0,54621.0,0.6646,28,37.0587,0.11757,0.1034,0.0432,0.004,0.005,1.0,0.01
2001ba,50,0.03096,0.00087,0.03136,0.00015,0.03022,0.00015,16.3951,0.204901,35.6481,0.206672,-9.0,0,0,-0.198625,0.04115,0.16331,0.091746,15.9327,0.0469911,0.00760176,0.000329007,-0.000737316,1.97353e-06,-9.63294e-06,174.507,-32.3308,-999,-999,-9.0,117.018,250,0.0548974,10.7576,0.28089,52034.8,0.1378,54,69.141,0.0804151,0.1033,0.062,0.1235,0.006,1.0,0.002
370394,15,0.3309,0.01006,0.3308,0.01,0.33,0.01,21.743,0.210322,40.996,0.212048,-9.0,0,0,-0.094638,0.034898,-0.443611,0.53,21.5672,0.0393535,4.23774e-05,1.53601e-06,0.00304884,-2.52432e-07,-3.47069e-08,132.379,45.0022,-999,-999,22.9518,-22.7043,250,0.0241853,10.291,6.456,56005.0,0.6334,12,9.4455,0.66448,0.1152,0.0754,-0.001,0.001,1.0,0.002
2007A,65,0.01682,0.00085,0.01646,9e-05,0.01765,9e-05,15.2811,0.340551,34.5341,0.341619,34.526,1,0,0.062705,0.03324,0.39336,0.20063,15.3909,0.0552206,0.0125216,0.000636848,0.00136758,-2.98174e-05,-1.69225e-05,6.3194,12.8868,-999,-999,-9.0,-104.478,250,0.0633909,10.123,0.151,54113.4,0.1398,8,3.92161,0.86413,0.0702,0.1107,-0.0785,0.001,1.0,0.013
13152,1,0.20231,0.001,0.20216,1e-05,0.20355,1e-05,20.3654,0.196276,39.6184,0.198124,-9.0,0,0,0.016007,0.02952,0.28737,0.25244,20.4067,0.0351525,0.000123403,3.99539e-06,0.000913611,-3.66293e-07,-9.21921e-08,7.0521,0.118,-9,-9,0.093,-38.1187,250,0.0176969,9.387,0.096,54001.2,0.199,47,49.3929,0.37779,0.0786,0.0117,-0.0182,0.005,1.0,0.012
05D2nt,4,0.75899,0.00178,0.75904,0.001,0.757,0.001,23.9939,0.231584,43.2469,0.233153,-9.0,0,0,-0.017957,0.050531,1.53089,0.31135,23.8227,0.0314531,5.30785e-06,1.53765e-07,0.00227272,-2.29442e-08,-1.84585e-09,150.243,2.3727,-999,-999,-9.0,8.8506,250,0.0153955,9.054,0.355,53727.6,0.4276,30,34.7668,0.25122,0.162,0.0065,0.0578,0.006,0.998,0.0
PS16bby,150,0.05468,0.00088,0.0543,8e-05,0.05343,8e-05,17.5797,0.176852,36.8327,0.178902,-9.0,0,0,0.002451,0.042113,-0.806099,0.23467,17.7042,0.0751421,0.00148702,0.000102915,0.000857754,-3.49343e-06,-3.29552e-06,215.075,-22.189,-999,-999,-9.0,-108.878,250,0.0992413,10.4871,0.002,57466.8,0.2128,13,16.1329,0.24203,0.0943,0.0359,-0.0544,0.001,1.0,0.004
2008hs,56,0.01975,0.00085,0.01835,7e-05,0.01906,7e-05,15.504,0.46583,34.757,0.466611,-9.0,0,0,-0.000986,0.052107,-2.71083,0.18764,15.9113,0.0508942,0.00775335,0.000363441,8.36906e-05,-1.32841e-05,-1.26026e-05,36.3734,41.8431,-999,-999,-9.0,-411.415,250,0.0493974,11.0508,0.027,54812.7,0.1312,28,31.2279,0.30705,0.1374,0.0944,-0.042,0.002,1.0,0.006
2008hj,5,0.03682,0.00088,0.03643,0.00015,0.03761,0.00015,16.6752,0.154255,35.9282,0.1566,-9.0,0,1,-0.0755,0.02205,0.18381,0.036397,16.4945,0.0287141,0.00453102,0.00011983,-0.000132903,3.9565e-07,-1.9749e-06,1.008,-11.1687,-999,-999,-9.0,-111.993,250,0.0308616,9.9461,0.39,54802.4,0.0353,60,87.636,0.0114946,0.0517,0.0528,0.0275,0.002,1.0,0.006
6936,1,0.17901,0.00098,0.1789,3e-05,0.18021,3e-05,20.388,0.155005,39.641,0.157339,-9.0,0,0,-0.019462,0.029282,0.045589,0.31239,20.3225,0.039509,0.000133346,4.85234e-06,0.00144435,-3.17272e-07,-9.18086e-08,323.234,-0.6998,-9,-9,1.032,-27.3884,250,0.0397135,10.259,0.073,53680.6,0.3152,36,27.3315,0.85016,0.0825,0.0129,-0.0509,0.001,1.0,0.005
5994,1,0.18809,0.0051,0.18801,0.005,0.1892,0.005,20.4921,0.189553,39.7451,0.191467,-9.0,0,0,-0.062355,0.030988,0.7476,0.26631,20.2593,0.0563696,0.000141342,7.33821e-06,0.00149608,-6.94649e-07,-1.63578e-07,312.603,-0.1679,-9,-9,-9.0,-20.9778,250,0.079982,7.0,-9.0,53665.7,0.2718,56,34.9831,0.98757,0.0803,0.0639,0.0179,0.003,1.0,0.007
PS16el,150,0.0494,0.00087,0.04896,1e-05,0.0478,1e-05,17.2161,0.174923,36.4691,0.176995,-9.0,0,1,-0.040141,0.03829,-1.31125,0.15007,17.3414,0.0476096,0.00207709,9.10807e-05,-0.000912862,-5.97029e-08,-3.02158e-06,162.802,19.3625,-999,-999,-9.0,-126.334,250,0.0333659,9.98418,0.001,57394.9,0.2031,18,15.9332,0.59721,0.0886,0.0392,0.0035,0.003,1.0,0.005
300179,15,0.17911,0.0014,0.17896,0.001,0.1804,0.001,20.5142,0.19965,39.7672,0.201468,-9.0,0,0,-0.099039,0.045851,0.093615,0.17715,20.2561,0.0436682,0.00014176,5.70155e-06,-0.000259175,-3.60349e-07,-1.78232e-07,351.142,0.227,-999,-999,19.3949,-39.8887,250,0.0386843,10.324,0.112,55791.9,0.1525,27,53.7351,0.00163909,0.1241,0.0184,0.0096,0.002,1.0,0.003
1316437,10,0.47204,0.00515,0.47196,0.005,0.473,0.005,22.7844,0.255487,42.0374,0.25691,-9.0,0,0,0.030698,0.044868,-0.00518,0.6056,22.8945,0.0590306,1.24797e-05,6.7851e-07,0.00866285,-2.26406e-07,-2.20575e-08,42.5626,-0.745,-999,-999,2.26,-15.594,250,0.0510977,9.413,0.112,57010.4,0.6858,41,58.2724,0.0390218,0.132,0.0282,-0.038,0.005,1.0,0.012
2007jd,5,0.07222,0.00089,0.07196,1e-05,0.07268,1e-05,18.3789,0.197861,37.6319,0.199695,-9.0,0,0,0.041465,0.026092,-0.876053,0.10327,18.615,0.0462907,0.000642679,2.74008e-05,-0.000130836,3.205e-08,-5.17446e-07,44.9724,1.1607,-999,-999,-9.0,-73.5081,250,0.0663703,9.75914,0.11,54362.2,0.0078,40,180.164,1.07705e-19,0.06,0.0277,-0.0737,0.019,1.0,0.014
2009cz,56,0.02343,0.00085,0.02315,1e-05,0.02227,1e-05,15.6052,0.258869,34.8582,0.260273,-9.0,0,1,0.00834,0.049726,0.73538,0.25892,15.5189,0.0411628,0.0111291,0.000421929,0.00116268,-3.53358e-05,-1.54388e-05,138.75,29.7353,-999,-999,-9.0,-82.8904,250,0.0222801,10.5159,0.001,54943.6,0.2198,22,6.11632,0.99966,0.1321,0.0797,-0.056,0.001,1.0,0.007
2004gu,5,0.04664,0.00087,0.0467,2e-05,0.04558,2e-05,17.2183,0.192203,36.4713,0.19409,-9.0,0,0,0.069815,0.022584,1.42917,0.059303,17.1781,0.0256439,0.00241412,5.70188e-05,-0.000306168,3.4134e-07,-1.00707e-06,191.603,11.9489,-999,-999,-9.0,18.5312,250,0.0228294,10.026,0.14,53363.1,0.1198,98,207.169,8.2806e-10,0.0552,0.0414,-0.0976,0.004,1.0,0.012
1334302,10,0.45458,0.00131,0.45463,0.0005,0.4557,0.0005,22.5343,0.207487,41.7873,0.209236,-9.0,0,0,-0.032485,0.039297,-1.04445,0.52465,22.5819,0.0476445,1.66425e-05,7.3031e-07,0.00356049,-1.72868e-07,-1.41099e-08,7.3673,-43.3882,-999,-999,0.84,9.8291,250,0.00625408,10.519,0.033,57331.0,0.6869,56,27.772,0.99944,0.1343,0.0074,-0.0584,0.004,1.0,0.002
2004fz,57,0.01743,0.00085,0.01646,1e-05,0.01732,1e-05,14.5269,0.329528,33.7799,0.330633,-9.0,0,0,-0.044214,0.024366,-1.27514,0.058552,14.6565,0.0430729,0.0246258,0.000976946,0.00010063,-5.14529e-06,-1.80266e-05,30.2767,31.8789,-999,-999,-9.0,-287.203,250,0.0527609,7.0,-9.0,53333.9,0.0403,56,118.873,2.0072e-06,0.0516,0.1068,0.0258,0.003,1.0,0.007
06D3gh,4,0.72074,0.00175,0.72067,0.001,0.72,0.001,23.7929,0.303977,43.0459,0.305174,-9.0,0,0,-0.074608,0.065646,0.24347,0.3413,23.6292,0.0417313,6.34342e-06,2.43816e-07,0.00288897,-4.36223e-08,9.66705e-10,214.631,52.4429,-999,-999,-9.0,-11.6381,250,0.00767199,9.3,0.2445,53922.8,0.3773,13,15.4984,0.27728,0.2183,0.0067,0.0505,0.002,0.929,0.0
180561,15,0.22865,0.00143,0.22853,0.001,0.23,0.001,20.9074,0.307057,40.1604,0.308241,-9.0,0,0,0.13764,0.031705,0.0111,0.21475,21.4335,0.044018,4.79297e-05,1.94317e-06,0.00106397,-1.63924e-07,-4.71062e-08,334.462,1.4684,-999,-999,22.5499,-29.1911,250,0.0421341,8.444,0.724,55784.1,0.1859,44,51.8466,0.19449,0.079,0.015,0.0497,0.008,1.0,0.035
1993ah,50,0.02888,0.00088,0.02828,0.00021,0.0293,0.00021,16.0233,0.65456,35.2763,0.655117,-9.0,0,0,0.10992,0.11974,-2.20166,0.82871,16.6311,0.26628,0.00399548,0.000979897,-0.0318923,0.000253978,-3.35819e-05,357.959,-27.9618,-999,-999,-9.0,-175.058,250,0.0177903,10.5245,-9.0,49309.9,2.744,6,5.88609,0.55311,0.4186,0.0671,-0.1093,0.003,1.0,0.018
000236,15,0.19616,0.00141,0.19602,0.001,0.1953,0.001,20.4758,0.121857,39.7288,0.124812,-9.0,0,0,-0.084432,0.025902,-0.201493,0.14232,20.2976,0.033471,0.000136447,4.20638e-06,0.000494008,-1.63288e-07,-8.96742e-08,131.58,44.0731,-999,-999,18.1543,-34.4292,250,0.0259846,10.902,0.009,55211.1,0.1433,30,26.8654,0.63033,0.0601,0.017,0.0007,0.001,1.0,0.003
1290127,10,0.45218,0.00131,0.45223,0.0005,0.4533,0.0005,22.7429,0.318935,41.9959,0.320076,-9.0,0,0,-0.089959,0.050759,1.29535,0.76479,22.3911,0.10179,1.98402e-05,1.86002e-06,0.00118189,-6.84311e-08,-1.11621e-08,6.6908,-43.434,-999,-999,-9.0,9.914,250,0.00568624,2.0,2.0,56874.5,2.3646,46,53.1489,0.21811,0.2112,0.0075,0.0651,0.003,1.0,0.005
2007le,65,0.0063,0.00084,0.00552,1e-05,0.00672,1e-05,12.7673,0.537482,32.0203,0.538159,-9.0,0,0,0.22565,0.026259,0.27267,0.047652,13.5704,0.0354699,0.0669626,0.0021876,-0.000103738,-1.54264e-06,-4.78787e-05,354.702,-6.5226,-999,-999,-9.0,-230.401,250,0.0287575,9.02452,0.4,54399.4,0.0436,52,57.4876,0.27923,0.0566,0.2904,0.0932,0.04,1.0,0.052
370498,15,0.26094,0.01006,0.26086,0.01,0.26,0.01,21.3598,0.183961,40.6128,0.185932,-9.0,0,0,-0.069844,0.025259,0.77423,0.20276,21.0688,0.0321227,6.70635e-05,1.98415e-06,0.000161144,-9.3426e-08,-4.1293e-08,186.266,46.8062,-999,-999,18.5502,-19.2409,250,0.0102612,11.5,0.1,56004.2,0.332,43,30.2149,0.92941,0.0663,0.0934,-0.0132,0.001,1.0,0.003
05D1if,4,0.76165,0.00178,0.76159,0.001,0.763,0.001,23.878,0.238347,43.131,0.239872,-9.0,0,0,-0.054731,0.051359,0.16435,0.25395,23.7596,0.0348049,5.62531e-06,1.80328e-07,0.00018581,-2.67546e-08,-5.9269e-10,36.1239,-4.5703,-999,-999,-9.0,-9.8073,250,0.0211878,7.0,5.0,53715.5,0.2148,21,28.6544,0.12255,0.1739,0.0065,0.0227,0.002,0.906,0.0
17340,1,0.25637,0.00105,0.25625,3e-05,0.25717,3e-05,21.1199,0.205546,40.3729,0.207312,-9.0,0,0,-0.003459,0.043435,-0.045383,0.44798,21.0665,0.0522809,6.72036e-05,3.23602e-06,0.00217175,-8.16935e-07,-8.1393e-08,41.2121,0.3648,-9,-9,4.962,-27.3453,250,0.0268917,11.443,0.105,54356.4,0.4043,38,15.8937,0.9994,0.1383,0.0099,-0.1018,0.003,1.0,0.001
1992bo,50,0.01808,0.00086,0.01805,0.00015,0.01884,0.00015,15.3548,0.199653,34.6078,0.20147,-9.0,0,0,-0.063684,0.028458,-2.00428,0.063529,15.5074,0.0347845,0.0112475,0.000360344,-1.14505e-05,-3.53573e-06,-8.47808e-06,20.4925,-34.212,-999,-999,-9.0,-8.5279,250,0.0236856,10.4023,0.28089,48986.6,0.0683,48,59.0712,0.13134,0.064,0.1042,0.0014,0.001,1.0,0.003
05D2ck,4,0.69992,0.00173,0.69997,0.001,0.698,0.001,23.8617,0.294144,43.1147,0.29538,-9.0,0,0,-0.008135,0.067297,-2.64608,0.45867,24.1799,0.0391362,3.81995e-06,1.37693e-07,0.00423113,-2.23052e-08,-3.85734e-10,150.188,2.5729,-999,-999,-9.0,9.3137,250,0.0150253,10.941,0.095,53416.8,0.57,24,34.2912,0.0796246,0.2196,0.0068,-0.0995,0.014,0.789,0.0
2005na,57,0.02748,0.00086,0.02717,8e-05,0.02665,8e-05,15.8587,0.168141,35.1117,0.170295,-9.0,0,1,-0.087572,0.024515,-0.319979,0.082437,15.7287,0.0504852,0.00917286,0.000426525,-7.2143e-05,-8.29345e-08,-7.84395e-06,105.403,14.1333,-999,-999,-9.0,-88.8817,250,0.0668144,8.83614,-9.0,53741.3,0.217,42,65.4433,0.0117749,0.0527,0.0689,0.0412,0.002,1.0,0.006
1290816,10,0.21845,0.00113,0.21848,0.0005,0.21892,0.0005,20.9686,0.202626,40.2216,0.204417,-9.0,0,0,-0.003033,0.027272,1.26334,0.22358,20.8461,0.032123,8.23272e-05,2.43576e-06,-0.000145897,-1.11413e-07,-5.44483e-08,54.1725,-27.84,-999,-999,1.39,6.8899,250,0.0103462,8.859,0.009,56891.9,0.3917,26,20.7331,0.7556,0.0742,0.0123,0.0209,0.004,1.0,0.014
PS1-14xw,56,0.02411,0.00085,0.02436,3e-05,0.02427,3e-05,15.8519,0.309153,35.1049,0.31033,-9.0,0,1,-0.036617,0.056981,1.22828,0.70865,15.6206,0.0604653,0.0101338,0.00056436,0.00604883,-0.000116907,-1.98074e-05,253.24,2.3935,-999,-999,-9.0,74.4935,250,0.0654106,9.22547,0.007,56786.3,0.4803,12,3.09984,0.9948,0.1752,0.0775,0.0107,0.003,1.0,0.007
2006mo,64,0.03702,0.00088,0.03616,0.00016,0.03719,0.00016,16.8165,0.17293,36.0695,0.175025,-9.0,0,0,0.009815,0.031169,-2.1933,0.11243,17.1662,0.0440029,0.0024407,9.89168e-05,-0.00057825,1.66016e-06,-2.46552e-06,11.6606,36.3327,-999,-999,-9.0,-249.263,250,0.038339,10.793,0.471,54047.6,0.2648,22,24.3009,0.33166,0.0709,0.0526,-0.0566,0.001,1.0,0.006
2004ef,57,0.03012,0.00086,0.02978,2e-05,0.03101,2e-05,16.2665,0.19422,35.5195,0.196088,-9.0,0,1,0.038781,0.028285,-1.24846,0.12743,16.5549,0.0449477,0.00428583,0.000177426,-0.000341494,3.02786e-06,-3.8828e-06,340.542,19.9946,-999,-999,-9.0,-99.5544,250,0.0472282,10.3255,-9.0,53263.8,0.3114,38,36.0804,0.55848,0.0635,0.0629,-0.0681,0.002,1.0,0.009
2018gv,150,0.00602,0.00085,0.00596,0.00015,0.0051,0.00015,12.6572,0.349206,31.9102,0.350249,32.0504,1,0,-0.112311,0.031402,0.12088,0.053583,12.3829,0.0459817,0.19992,0.00846668,-0.000416767,0.000100383,-0.000208687,121.394,-11.4379,-999,-999,-9.0,-18.777,250,0.0498206,10.06,-9.0,58150.6,0.0963,28,115.071,1.60744e-12,0.0694,0.3075,0.0384,0.004,1.0,0.003
1300516,10,0.31052,0.0012,0.31043,0.0005,0.31151,0.0005,21.3667,0.335336,40.6197,0.336421,-9.0,0,0,0.14708,0.033941,0.89671,0.28608,21.7803,0.0386814,3.48229e-05,1.24063e-06,0.000805073,-1.4266e-07,-2.99735e-08,34.5464,-5.0101,-999,-999,0.25,-20.1323,250,0.0184644,9.557,0.0975,56949.3,0.3025,46,26.758,0.98959,0.0969,0.0095,0.0387,0.009,1.0,0.041
06D2ck,4,0.55375,0.00164,0.5538,0.001,0.552,0.001,23.237,0.205365,42.49,0.207133,-9.0,0,0,-0.040071,0.037483,0.012264,0.39297,23.1401,0.0336833,9.95347e-06,3.08791e-07,0.00252585,-5.99088e-08,-3.36386e-09,150.367,1.8636,-999,-999,-9.0,11.5972,250,0.0162774,11.193,0.066,53793.7,0.4182,25,39.3868,0.0336797,0.1273,0.0078,-0.0236,0.002,1.0,0.004
1319366,10,0.23494,0.00114,0.23483,0.0005,0.23572,0.0005,20.905,0.181242,40.158,0.183242,-9.0,0,0,-0.029217,0.028108,1.38593,0.20107,20.6835,0.0349923,9.5634e-05,3.0822e-06,-0.000338586,-9.42906e-08,-6.82606e-08,41.4955,-1.0881,-999,-999,1.12,-27.7729,250,0.0269744,9.611,0.02,57304.4,0.2756,38,24.6812,0.95312,0.0752,0.0116,0.0209,0.003,1.0,0.01
2008gg,51,0.03114,0.00087,0.03107,0.00015,0.03203,0.00015,16.417,0.235291,35.67,0.236835,-9.0,0,1,0.040009,0.031928,1.124,0.29643,16.3496,0.038031,0.00517779,0.000181367,-8.73066e-05,-4.27746e-06,-3.89823e-07,21.346,-18.1724,-999,-999,-9.0,-18.6955,250,0.0212022,10.9334,-9.0,54750.4,0.5095,26,23.0991,0.62733,0.1138,0.0616,-0.0777,0.002,1.0,0.009
AT2016htm,150,0.04289,0.00088,0.04265,0.00015,0.04332,0.00015,16.9488,0.160264,36.2018,0.162522,-9.0,0,1,-0.07832,0.032698,-0.466558,0.20121,16.8576,0.0374754,0.00324306,0.000111938,0.000703014,-4.58578e-06,-3.14677e-06,38.0109,-26.6659,-999,-999,-9.0,-67.4911,250,0.014586,9.40838,0.014,57702.6,0.1387,10,19.5976,0.033297,0.0762,0.0455,0.0298,0.001,1.0,0.005
500100,15,0.31088,0.01006,0.31077,0.01,0.31,0.01,21.793,0.180631,41.046,0.182638,-9.0,0,0,-0.106013,0.030308,-0.711815,0.41215,21.6345,0.0364529,3.98279e-05,1.3372e-06,0.00398237,-2.04885e-07,-3.14097e-08,131.639,45.3562,-999,-999,22.6104,-24.3872,250,0.0241478,10.898,0.069,56391.8,0.4111,23,22.6436,0.48174,0.0826,0.0797,0.0119,0.001,1.0,0.002
2007nq,5,0.04349,0.00087,0.04275,6e-05,0.04389,6e-05,16.9607,0.149773,36.2137,0.152187,-9.0,0,0,-0.047927,0.023406,-1.89805,0.049053,17.1283,0.0292073,0.00252735,6.79881e-05,-0.000179546,1.76476e-07,-1.17388e-06,14.3899,-1.3886,-999,-999,-9.0,-212.649,250,0.0304846,11.1165,0.16,54398.9,0.1113,64,78.3522,0.10704,0.0563,0.0444,-0.0166,0.001,1.0,0.003
1330642,10,0.63399,0.00145,0.63392,0.0005,0.63521,0.0005,23.3442,0.145119,42.5972,0.147609,-9.0,0,0,-0.094591,0.03778,1.05101,0.31482,23.0164,0.0399171,1.11538e-05,4.10072e-07,0.00178416,-7.49489e-08,-1.04511e-08,37.0406,-4.0471,-999,-999,0.43,-11.4411,250,0.022165,9.27,0.036,57317.8,0.3733,46,30.6829,0.95973,0.1133,0.0062,0.0674,0.006,0.749,0.0
iPTF13ebh,56,0.01114,0.00085,0.01238,5e-05,0.01317,5e-05,14.4807,0.341421,33.7337,0.342487,-9.0,0,0,0.023414,0.050691,-2.41474,0.14085,14.9136,0.0589142,0.0194334,0.00105449,0.00012317,-2.78169e-05,-3.4315e-05,35.4999,33.2705,-999,-999,-9.0,367.497,250,0.0665791,11.5,0.001,56623.1,0.1088,31,33.3175,0.3551,0.1302,0.1666,-0.0481,0.002,1.0,0.008
2011iv,5,0.00668,0.00085,0.00594,0.00015,0.00625,0.00015,11.9687,0.419839,31.2217,0.420706,-9.0,0,0,-0.056402,0.022414,-1.89667,0.035884,12.1617,0.0228981,0.24509,0.00516896,-0.000123226,7.84706e-06,-9.49236e-05,54.714,-35.5922,-999,-999,-9.0,-219.284,250,0.00980387,7.0,-9.0,55905.3,0.0919,99,301.977,2.15654e-22,0.0535,0.2772,0.0352,0.006,1.0,0.007
