CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD
2372,1,0.17973,0.00098,0.17959,2e-05,0.18047,2e-05,20.2989,0.172535,39.5519,0.174634,-9.0,0,0,0.028617,0.028589,0.30922,0.21508,20.3128,0.0367885,0.000134548,4.55895e-06,0.000283764,-2.85914e-07,-9.46145e-08,40.5207,-0.5409,-9,-9,0.794,-35.7986,250,0.0259891,10.597,0.072,53636.8,0.2287,70,63.5123,0.69476,0.0773,0.0128,-0.0814,0.002,1.0,0.008
2006hx,5,0.04487,0.00087,0.04429,1e-05,0.04539,1e-05,17.2035,0.160073,36.4565,0.162334,-9.0,0,0,0.011652,0.024392,-0.133588,0.073683,17.2424,0.0292776,0.00227526,6.1354e-05,0.000111942,-1.25131e-06,-1.14406e-06,18.4888,0.3717,-999,-999,-9.0,-166.742,250,0.0257967,10.1086,0.13,54022.5,0.0544,31,147.083,4.95275e-17,0.058,0.043,-0.0692,0.002,1.0,0.006
13689,1,0.25043,0.00104,0.2503,1e-05,0.25177,1e-05,21.1615,0.177575,40.4145,0.179616,-9.0,0,0,-0.148856,0.037926,1.16931,0.38939,20.7089,0.0432549,9.34204e-05,3.7218e-06,0.00180003,-5.96087e-07,-8.88289e-08,4.0161,0.8076,-9,-9,4.29,-32.4272,250,0.022169,10.45,0.07,54000.1,0.4908,42,26.4335,0.97093,0.1146,0.01,0.1278,0.005,1.0,0.0
440236,15,0.42895,0.01007,0.42888,0.01,0.43,0.01,22.3913,0.191504,41.6443,0.193398,-9.0,0,0,-0.084385,0.037796,-0.768802,0.52243,22.2621,0.0446387,2.2343e-05,9.18607e-07,0.00142401,-1.4633e-07,-2.68088e-08,37.1019,-4.4246,-999,-999,19.5734,-15.4038,250,0.0225658,11.413,0.184,56208.3,0.6543,45,57.0622,0.10716,0.122,0.06,-0.034,0.003,0.899,0.0
2007qe,57,0.02357,0.00085,0.0228,5e-05,0.02396,5e-05,15.7876,0.2048,35.0406,0.206572,-9.0,0,1,-0.016581,0.026886,0.34568,0.069934,15.7493,0.0360905,0.00900033,0.000299176,3.09335e-05,-2.54102e-06,-6.56791e-06,358.554,27.4093,-999,-999,-9.0,-227.141,250,0.0329468,8.34246,-9.0,54429.7,0.0533,33,39.4067,0.20508,0.059,0.0792,0.0116,0.002,1.0,0.01
14212,1,0.2032,0.001,0.20308,5e-05,0.20449,5e-05,20.7128,0.144119,39.9658,0.146626,-9.0,0,0,-0.026315,0.032948,-0.315612,0.1792,20.6722,0.0437269,9.66334e-05,3.89181e-06,0.000804452,-1.99703e-07,-9.37448e-08,330.47,1.045,-9,-9,2.788,-30.0683,250,0.0473579,10.497,0.105,54013.0,0.186,110,105.079,0.61474,0.0808,0.0117,-0.0582,0.002,1.0,0.003
Borg,100,1.34101,0.00537,1.34093,0.005,1.34,0.005,25.5011,0.305203,44.7541,0.306395,-9.0,0,0,0.034526,0.041053,0.88483,0.78177,25.546,0.0497914,1.08547e-06,4.97791e-08,0.00934989,-3.97742e-09,-1.19528e-10,189.288,62.1914,-999,-999,-9.0,-9.7576,250,0.0102256,9.69,0.04,52736.6,2.1746,8,11.9618,0.15291,0.171,0.0122,0.0162,0.003,1.0,0.016
2005bg,5,0.02434,0.00085,0.02414,1e-05,0.02303,1e-05,15.7572,0.200135,35.0102,0.201948,-9.0,0,1,-0.060615,0.021939,0.38747,0.057364,15.5864,0.0279705,0.0104579,0.000269413,-0.000267834,3.66517e-06,-4.62217e-06,184.322,16.3716,-999,-999,-9.0,-59.0594,250,0.0276121,9.73321,0.01,53470.4,0.1179,60,206.142,6.4944100000000004e-18,0.0512,0.0767,0.0214,0.002,1.0,0.006
2013gy,51,0.01303,0.00085,0.01309,2e-05,0.01355,2e-05,14.4825,0.238258,33.7355,0.239783,-9.0,0,0,-0.023595,0.021174,-0.513534,0.034883,14.5052,0.0396399,0.0283096,0.00103357,-5.68307e-07,-2.17398e-06,-1.74294e-05,55.5703,-4.7218,-999,-999,-9.0,18.0714,250,0.0496334,10.4638,-9.0,56648.9,0.039,118,125.847,0.29354,0.0421,0.1426,-0.0325,0.001,1.0,0.004
340229,15,0.14123,0.00138,0.14108,0.001,0.142,0.001,19.7877,0.210706,39.0407,0.212429,-9.0,0,1,-0.005584,0.08806,-1.42415,0.84878,20.0366,0.14105,0.00017352,2.25425e-05,0.0577346,-1.27586e-05,-1.85976e-06,35.879,-2.8604,-999,-999,18.0418,-41.6636,250,0.0225389,9.69378,0.1,55919.1,0.5915,3,2.31908,0.50888,0.0933,0.0226,0.0037,0.012,1.0,0.011
2009al,65,0.02342,0.00087,0.02328,0.00014,0.02207,0.00014,15.7253,0.22378,34.9783,0.225403,-9.0,0,0,0.056867,0.028756,-0.486661,0.097323,15.9492,0.0341804,0.00748725,0.000235708,-0.000252879,-2.74266e-06,-5.68022e-06,162.842,8.5785,-999,-999,-9.0,-42.2047,250,0.021174,10.7706,0.477,54897.2,0.1081,44,105.73,5.38252e-07,0.0674,0.0816,-0.0762,0.002,1.0,0.012
19596,1,0.29045,0.00119,0.29036,0.0005,0.291,0.0005,21.5331,0.229265,40.7861,0.23085,-9.0,0,0,-0.037472,0.049232,0.87616,0.62098,21.3343,0.070827,5.25126e-05,3.42561e-06,0.00656105,-1.1831e-06,-8.60311e-08,53.8843,0.7034,-9,-9,1.83,-21.2044,250,0.0861679,9.959,0.161,54396.4,0.496,46,26.8637,0.98914,0.1645,0.01,-0.006,0.007,0.876,0.0
2002bf,50,0.02525,0.00085,0.02494,1e-05,0.02438,1e-05,15.6533,0.267708,34.9063,0.269066,-9.0,0,1,0.13662,0.031903,-0.318008,0.13092,16.0595,0.048654,0.00676408,0.000303112,0.000528514,-1.41797e-05,-7.74033e-06,153.926,55.6685,-999,-999,-9.0,-91.716,250,0.00963584,10.3104,0.031,52339.2,0.3463,32,43.0875,0.0912128,0.0706,0.074,-0.1156,0.003,1.0,0.021
590194,15,0.09039,0.00091,0.09015,2e-05,0.08951,2e-05,18.6672,0.215354,37.9202,0.21704,-9.0,0,1,0.01867,0.031189,0.27044,0.20513,18.7522,0.0409527,0.00056638,2.13632e-05,0.000968031,-1.04097e-06,-5.26522e-07,130.237,44.5243,-999,-999,17.2771,-65.5475,250,0.0201998,9.75408,0.014,56682.5,0.2293,5,5.64747,0.34205,0.0734,0.0228,0.0148,0.002,1.0,0.016
PS15bdr,150,0.07116,0.00089,0.07094,1e-05,0.07096,1e-05,18.1022,0.194143,37.3552,0.196012,-9.0,0,0,-0.007798,0.044806,-2.30724,0.25964,18.3636,0.0457289,0.000810159,3.41222e-05,-0.00117266,-1.58227e-06,-1.25274e-06,253.706,36.7252,-999,-999,-9.0,-60.5418,250,0.0137885,10.5352,0.001,57215.8,0.1744,14,9.64479,0.78766,0.1187,0.0281,-0.1073,0.005,1.0,0.003
080646,15,0.31822,0.00149,0.31813,0.001,0.3197,0.001,21.7669,0.151096,41.0199,0.153489,-9.0,0,0,-0.089682,0.037982,-1.04365,0.27178,21.6907,0.0537109,3.78188e-05,1.87088e-06,0.00328611,-2.60373e-07,-5.4316e-08,334.622,0.9415,-999,-999,19.9923,-21.779,250,0.0526064,10.768,0.023,55462.2,0.2517,46,42.9703,0.59991,0.0903,0.0116,-0.0052,0.002,1.0,0.002
2017,1,0.26172,0.00105,0.26162,2e-05,0.26309,2e-05,21.4344,0.25753,40.6874,0.258941,-9.0,0,0,-0.102401,0.049608,1.4185,0.57152,21.0653,0.0637632,6.72776e-05,3.95109e-06,-0.000233717,-1.15793e-06,-8.62306e-08,328.943,0.5935,-9,-9,2.069,-23.3933,250,0.0576205,10.547,0.076,53636.0,0.5852,43,29.9542,0.93412,0.179,0.0097,0.1044,0.004,0.964,0.0
350630,15,0.30538,0.00148,0.30525,0.001,0.3046,0.001,21.6524,0.131087,40.9054,0.133839,-9.0,0,0,-0.029882,0.028543,0.7119,0.23401,21.4639,0.0375961,4.66073e-05,1.61388e-06,0.0019915,-1.74263e-07,-3.83756e-08,162.404,58.9533,-999,-999,18.5475,-29.2357,250,0.00631268,11.149,0.01,55963.2,0.2351,47,40.2875,0.74495,0.0673,0.0119,-0.0435,0.001,1.0,0.003
16106,1,0.24983,0.00116,0.24973,0.0005,0.2512,0.0005,21.0431,0.205026,40.2961,0.206796,-9.0,0,0,-0.140879,0.050472,-0.557487,0.39614,20.8044,0.0671444,8.55508e-05,5.29066e-06,0.00590634,-1.03401e-06,-1.55755e-07,332.089,-1.1488,-9,-9,2.675,-23.6997,250,0.0810326,11.035,0.108,54045.5,0.3238,37,48.8975,0.0912131,0.1369,0.0112,0.0623,0.004,1.0,0.001
110426,15,0.54097,0.00163,0.54089,0.001,0.54,0.001,23.0261,0.23188,42.2791,0.233447,-9.0,0,0,0.093641,0.066063,0.55454,0.72701,22.9901,0.0710859,1.14279e-05,7.48216e-07,0.00230935,-3.25456e-07,-1.78198e-08,130.013,44.8943,-999,-999,22.2138,-15.5387,250,0.0214234,11.017,0.313,55548.0,1.0457,41,51.6173,0.12374,0.236,0.0079,-0.2962,0.014,0.423,0.0
440162,15,0.41936,0.00155,0.41927,0.001,0.421,0.001,22.4333,0.190697,41.6863,0.192599,-9.0,0,0,-0.094462,0.037522,0.88133,0.6031,22.0813,0.0471893,2.63919e-05,1.14707e-06,0.0056997,-4.2214e-07,-2.09294e-08,353.266,-0.9127,-999,-999,18.8394,-19.1608,250,0.0302407,11.5,0.008,56215.9,0.5574,45,49.5954,0.29508,0.1369,0.0094,0.0177,0.002,0.924,0.0
420196,15,0.29853,0.01006,0.29842,0.01,0.3,0.01,22.0175,0.23116,41.2705,0.232731,-9.0,0,0,0.024878,0.038173,0.80539,0.34157,21.9573,0.0544054,2.95863e-05,1.48255e-06,0.00102961,-1.76892e-07,-3.77821e-08,351.761,-1.0284,-999,-999,23.1802,-25.0995,250,0.0437138,10.315,0.867,56165.8,0.4288,40,51.5277,0.10467,0.11,0.0827,-0.0707,0.002,1.0,0.006
200132,15,0.20868,0.01005,0.20856,0.01,0.21,0.01,20.8504,0.237981,40.1034,0.239508,-9.0,0,0,-0.034298,0.032516,0.39874,0.20429,20.7462,0.0531945,9.0269e-05,4.42264e-06,0.00146984,-3.09378e-07,-1.07603e-07,334.494,-0.6969,-999,-999,-9.0,-29.0471,250,0.0748088,9.056,0.742,55841.2,0.1484,20,15.2348,0.76282,0.0757,0.1145,0.0082,0.002,1.0,0.009
SN2017coa,150,0.04095,0.00312,0.04045,0.003,0.04,0.003,17.1574,0.305998,36.4104,0.307187,-9.0,0,0,-0.047302,0.038881,0.71195,0.31661,16.9721,0.0553568,0.00291836,0.000148794,-0.00064674,-8.53353e-06,-4.43908e-06,132.48,56.099,-999,-999,-9.0,-143.561,250,0.0556855,8.76499,0.03,57848.9,0.4776,5,8.14453,0.2277,0.105,0.1688,0.0137,0.001,1.0,0.005
PTSS17-niq,150,0.06897,0.00089,0.0691,1e-05,0.06828,1e-05,18.0287,0.172038,37.2817,0.174144,-9.0,0,0,-0.041041,0.040784,-0.597985,0.32918,18.0142,0.048576,0.00111772,5.00069e-05,-0.00265013,3.92889e-06,-1.65196e-06,215.069,15.3417,-999,-999,-9.0,35.4616,250,0.020456,10.6052,0.001,57842.4,0.7292,7,17.1745,0.0163048,0.1096,0.029,-0.0282,0.002,1.0,0.001
1334470,10,0.51883,0.00516,0.51876,0.005,0.52,0.005,22.9419,0.248961,42.1949,0.250421,-9.0,0,0,-0.001176,0.03839,0.99517,0.57667,22.8363,0.0527323,1.31665e-05,6.39474e-07,0.00166962,-2.29282e-07,-1.23764e-08,35.0537,-4.9472,-999,-999,-9.0,-13.1533,250,0.0185798,7.0,2.0,57334.1,0.679,56,63.6117,0.22621,0.1506,0.026,-0.0075,0.004,1.0,0.006
1338387,10,0.5839,0.00517,0.58382,0.005,0.585,0.005,23.1669,0.197532,42.4199,0.199369,-9.0,0,0,-0.072811,0.043382,1.46332,0.50873,22.8694,0.0465013,1.2771e-05,5.46975e-07,0.00497143,-1.52202e-07,-1.20949e-08,40.4513,-0.3686,-999,-999,-9.0,-13.6248,250,0.0248123,7.0,2.0,57364.1,0.7038,33,37.3903,0.27444,0.1405,0.0236,0.0912,0.006,0.933,0.0
19702,1,0.26173,0.00116,0.26162,0.0005,0.2624,0.0005,21.428,0.231725,40.681,0.233293,-9.0,0,0,-0.056784,0.051606,-1.08884,0.47749,21.3761,0.0705051,5.05288e-05,3.28122e-06,0.00564288,-6.94279e-07,-9.59653e-08,47.7548,0.3568,-9,-9,1.607,-24.9331,250,0.0894246,9.896,0.124,54397.1,0.4055,36,20.1963,0.98443,0.1487,0.0107,-0.0893,0.012,1.0,0.002
1998es,62,0.00966,0.00086,0.00957,0.00015,0.01057,0.00015,13.5499,0.35687,32.8029,0.35789,-9.0,0,0,0.038991,0.025946,1.23442,0.067556,13.5746,0.0344859,0.0667049,0.00211873,-0.000157514,-1.35473e-07,-4.60205e-05,24.3233,5.8807,-999,-999,-9.0,-28.2159,250,0.02763,9.78837,0.06,51143.6,0.0583,92,57.7469,0.99801,0.0569,0.1942,0.0339,0.009,1.0,0.021
18807,1,0.18728,0.00111,0.18714,0.0005,0.1879,0.0005,20.5164,0.134017,39.7694,0.13671,-9.0,0,0,-0.031875,0.028312,0.46489,0.24678,20.3609,0.048586,0.00012872,5.76016e-06,0.00132314,-3.64268e-07,-1.17368e-07,46.6409,0.7933,-9,-9,3.218,-33.9421,250,0.0706197,10.998,0.075,54390.3,0.2393,49,23.0041,0.99943,0.0709,0.014,-0.0408,0.001,1.0,0.003
520019,15,0.26323,0.00145,0.26309,0.001,0.263,0.001,21.3858,0.167936,40.6388,0.170092,-9.0,0,0,-0.024479,0.0385,-0.491573,0.27464,21.3862,0.0540044,5.00617e-05,2.49007e-06,0.00249454,-3.49952e-07,-7.40324e-08,241.861,54.4578,-999,-999,17.9357,-33.3957,250,0.00701891,11.266,0.108,56440.0,0.3009,48,48.8059,0.44046,0.0947,0.0134,-0.0488,0.001,1.0,0.004
1343871,10,0.63794,0.00145,0.63787,0.0005,0.639,0.0005,23.6107,0.309645,42.8637,0.31082,-9.0,0,0,-0.197246,0.073319,1.30773,1.08187,23.1886,0.0700884,9.51789e-06,6.14417e-07,0.0209274,-3.78792e-07,-1.95164e-08,43.5025,-0.3703,-999,-999,0.66,-12.3025,250,0.0554627,8.743,0.9285,57390.7,1.3342,14,9.03468,0.82882,0.2508,0.0061,0.3284,0.018,0.706,0.0
15440,1,0.26141,0.00105,0.2613,4e-05,0.26226,4e-05,21.194,0.205762,40.447,0.207526,-9.0,0,0,0.062545,0.043747,-0.545934,0.53452,21.3311,0.0484391,5.26688e-05,2.34977e-06,0.00533494,-6.29141e-07,-6.53302e-08,39.7207,0.0901,-9,-9,0.246,-27.0082,250,0.0245529,10.852,0.12,54031.1,0.4377,47,42.3276,0.66621,0.133,0.0097,-0.1892,0.005,1.0,0.001
1998dh,62,0.00814,0.00084,0.00769,2e-05,0.00893,2e-05,13.3621,0.316306,32.6151,0.317457,32.4996,1,0,0.054455,0.029656,-0.773787,0.08017,13.6328,0.0507756,0.063224,0.00295673,-1.52669e-05,-3.16554e-05,-6.63133e-05,348.668,4.5373,-999,-999,-9.0,-134.006,250,0.0578805,10.935,0.37417,51030.1,0.0722,13,32.3588,0.00212482,0.0653,0.225,-0.0642,0.003,1.0,0.012
03D1aw,4,0.5808,0.00517,0.58073,0.005,0.582,0.005,23.4531,0.238297,42.7061,0.239821,-9.0,0,0,-0.029281,0.036222,0.99829,0.27584,23.3065,0.0275148,8.53912e-06,2.16399e-07,0.00164969,-2.31698e-08,-3.52148e-09,36.0616,-4.5172,-999,-999,-9.0,-12.1333,250,0.0218215,9.169,0.088,52902.8,0.3613,36,52.6309,0.0362398,0.1121,0.0237,0.0388,0.002,1.0,0.014
110478,15,0.2646,0.00145,0.26462,0.001,0.2651,0.001,21.2623,0.196115,40.5153,0.197965,-9.0,0,0,-0.04266,0.032705,0.92592,0.32135,21.0597,0.0408003,6.76294e-05,2.54141e-06,-0.000952837,-2.80748e-07,-5.72508e-08,53.5803,-27.5689,-999,-999,21.3004,5.409,250,0.00678374,9.468,0.394,55555.2,0.3931,16,13.0696,0.66766,0.1042,0.0133,0.0135,0.002,1.0,0.007
380199,15,0.46064,0.01007,0.46055,0.01,0.46,0.01,22.7491,0.189025,42.0021,0.190943,-9.0,0,0,-0.051565,0.035861,1.77853,0.50793,22.4803,0.0433503,1.82764e-05,7.29725e-07,0.00136182,-2.19375e-07,-1.50256e-08,215.233,53.0089,-999,-999,-9.0,-16.984,250,0.00879382,10.683,0.434,56039.2,0.5451,50,46.8212,0.60172,0.1323,0.0564,0.1006,0.006,0.793,0.0
2002ef,57,0.02273,0.00087,0.02224,0.00015,0.02341,0.00015,15.4319,0.357306,34.6849,0.358325,-9.0,0,0,0.25356,0.019226,-0.546957,0.077221,16.3785,0.027675,0.00504211,0.000128521,-0.000115712,3.04343e-07,-2.03101e-06,357.873,-13.3796,-999,-999,-9.0,-142.234,250,0.0277445,7.0,-9.0,52491.4,0.0823,67,68.8521,0.41447,0.0426,0.084,0.0294,0.024,1.0,0.049
1334087,10,0.2664,0.00117,0.26629,0.0005,0.26722,0.0005,21.0371,0.263599,40.2901,0.264978,-9.0,0,0,-0.010845,0.047949,0.68288,0.36944,20.9072,0.0522476,7.7829e-05,3.74527e-06,-0.00166233,-4.24316e-07,-4.29941e-08,41.0084,-0.4674,-999,-999,2.25,-25.7366,250,0.0308374,10.951,0.0565,57337.4,0.5778,11,5.42039,0.90911,0.1657,0.0107,-0.0481,0.002,1.0,0.006
2008L,57,0.01778,0.00085,0.01734,9e-05,0.01789,9e-05,15.0834,0.208373,34.3364,0.210115,-9.0,0,0,-0.115456,0.039767,-1.58162,0.10566,15.0604,0.0959158,0.0169769,0.00149977,-0.000109653,-1.27115e-05,-4.75031e-05,49.3194,41.3827,-999,-999,-9.0,-129.753,250,0.13657,10.7703,-9.0,54493.6,0.1093,29,14.9901,0.98509,0.0782,0.1047,0.0482,0.001,1.0,0.003
AT2016fbk,150,0.03576,0.00086,0.03495,1e-05,0.03587,1e-05,16.9015,0.22873,36.1545,0.230318,-9.0,0,0,0.086894,0.034901,-0.008242,0.13757,17.1389,0.0476671,0.00250296,0.000109887,-0.000178523,-2.04123e-06,-3.11271e-06,26.0272,34.3827,-999,-999,-9.0,-233.258,250,0.0419285,10.7289,0.201,57625.2,0.1487,5,26.2989,7.80799e-05,0.0801,0.0531,-0.0849,0.002,1.0,0.015
2007ai,64,0.0326,0.00087,0.03212,0.00015,0.03176,0.00015,16.6047,0.293379,35.8577,0.294619,-9.0,0,0,0.15406,0.051342,1.25446,0.23182,16.8082,0.17,0.00339399,0.000531412,-0.00148271,9.75616e-06,-2.35383e-05,243.224,-21.6302,-999,-999,-9.0,-141.191,250,0.28494,10.7402,3.632,54174.1,0.3733,25,31.4,0.17611,0.0956,0.0589,-0.1402,0.005,1.0,0.021
1996X,61,0.00676,0.00085,0.00812,0.00015,0.00712,0.00015,12.7203,0.414586,31.9733,0.415464,-9.0,0,0,-0.076722,0.027555,-1.07643,0.037787,12.7358,0.0495976,0.14443,0.00659788,-0.000177121,3.36425e-05,-0.000140125,199.505,-26.8459,-999,-999,-9.0,405.572,250,0.0597085,9.77381,2.3,50191.8,0.0677,105,211.489,3.63331e-09,0.0577,0.274,0.0416,0.005,1.0,0.006
2015F,56,0.00488,0.00084,0.00515,2e-05,0.00476,2e-05,12.1943,0.44745,31.4473,0.448264,31.4489,1,0,0.04414,0.05381,-1.16422,0.11969,12.4955,0.12098,0.18022,0.0200815,0.000509497,-0.000245833,-0.000779791,114.066,-69.5064,-999,-999,-9.0,80.5777,250,0.17476,12.198,0.0,57106.8,0.0956,22,21.8985,0.46596,0.1164,0.3747,-0.0595,0.003,1.0,0.011
19543,1,0.12405,0.00509,0.12384,0.005,0.1252,0.005,19.582,0.21988,38.835,0.221531,-9.0,0,1,-0.022316,0.024266,-0.83315,0.13952,19.6998,0.0341885,0.000236635,7.45135e-06,0.000626096,-2.67218e-07,-1.41918e-07,357.908,0.2798,-9,-9,0.138,-55.7173,250,0.0303466,8.61533,0.101,54401.0,0.1211,45,45.0806,0.46858,0.0551,0.0943,0.0115,0.008,1.0,0.012
2008Z,65,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.9526,0.302902,35.2056,0.304103,-9.0,0,0,0.08346,0.027021,0.98431,0.094684,16.1576,0.0314327,0.00617988,0.000178911,2.19776e-05,-3.90563e-06,-4.39391e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,0.31,54515.5,0.0667,47,61.5211,0.0758347,0.0598,0.0881,0.0397,0.006,1.0,0.031
17464,1,0.25358,0.00116,0.25345,0.0005,0.2549,0.0005,20.7773,0.261432,40.0303,0.262822,-9.0,0,0,0.046591,0.041665,0.20597,0.62314,20.8385,0.0426154,8.29067e-05,3.25411e-06,-0.0044429,-6.277e-08,-8.55371e-08,6.6408,0.042,-9,-9,0.267,-31.4743,250,0.0202325,9.285,0.142,54358.6,1.3028,31,16.44,0.985,0.1563,0.0111,-0.1049,0.009,1.0,0.007
14437,1,0.14806,0.00096,0.14792,4e-05,0.14927,4e-05,19.7852,0.155606,39.0382,0.157931,-9.0,0,0,-0.097744,0.02603,0.61897,0.12404,19.4874,0.0524002,0.000287776,1.38888e-05,0.000272556,-2.0683e-07,-2.52441e-07,332.081,-1.1964,-9,-9,0.309,-36.3792,250,0.0800958,9.91097,0.117,54009.9,0.1237,76,73.5625,0.55788,0.061,0.015,0.0433,0.003,1.0,0.007
2008R,5,0.01246,0.00086,0.0126,0.00015,0.01321,0.00015,14.5756,0.263736,33.8286,0.265115,-9.0,0,0,0.013559,0.026185,-2.23955,0.049819,14.9547,0.0469183,0.0187119,0.000808604,-0.000137995,7.87042e-07,-1.53583e-05,45.9738,-11.9943,-999,-999,-9.0,40.6545,250,0.0620208,11.0466,0.24,54494.5,0.0841,41,140.748,7.35337e-13,0.0584,0.1508,-0.0456,0.001,1.0,0.007
520077,15,0.25019,0.01005,0.25004,0.01,0.25,0.01,21.3435,0.222865,40.5965,0.224495,-9.0,0,0,-0.119087,0.040146,-1.63203,0.38807,21.2979,0.0472997,5.43048e-05,2.36577e-06,0.00349655,-3.68292e-07,-6.87925e-08,244.663,55.6842,-999,-999,18.0148,-36.5638,250,0.00642561,11.3931,0.1,56448.6,0.4794,32,20.8168,0.9356,0.1077,0.0969,0.0295,0.002,1.0,0.003
2002he,57,0.02519,0.00086,0.02469,8e-05,0.02441,8e-05,15.8609,0.152945,35.1139,0.15531,-9.0,0,0,-0.061326,0.020798,-1.65619,0.058796,15.9658,0.0309983,0.00737347,0.000210516,-5.15225e-05,-6.75286e-07,-3.46242e-06,124.995,62.8203,-999,-999,-9.0,-146.356,250,0.0340683,10.9809,-9.0,52586.0,0.0443,78,74.2088,0.60063,0.0458,0.0751,-0.0022,0.001,1.0,0.003
350083,15,0.3679,0.00152,0.3678,0.001,0.367,0.001,22.0097,0.163359,41.2627,0.165575,-9.0,0,0,-0.051356,0.031765,0.82654,0.36964,21.7814,0.0401618,3.47895e-05,1.28688e-06,0.000675415,-1.2088e-07,-3.13414e-08,130.138,44.3739,-999,-999,21.5536,-20.9228,250,0.0209094,9.755,0.426,55945.6,0.5642,42,46.7595,0.28331,0.0954,0.0104,0.0,0.002,1.0,0.004
2008ei,57,0.03702,0.001,0.03654,0.0005,0.03766,0.0005,16.827,0.335728,36.08,0.336812,-9.0,0,0,0.18318,0.031434,0.080205,0.22258,17.4398,0.0600843,0.00189713,0.000104987,-0.000863098,4.78935e-06,-2.63292e-06,334.388,33.2559,-999,-999,-9.0,-139.346,250,0.0719245,7.0,-9.0,54672.0,0.496,23,16.591,0.82883,0.0693,0.0597,0.0058,0.021,1.0,0.044
Gaia16bba,150,0.0299,0.00086,0.02934,9e-05,0.03046,9e-05,16.1824,0.183358,35.4354,0.185335,-9.0,0,1,-0.062035,0.036432,0.007502,0.12781,16.0666,0.0544101,0.00671964,0.000336745,-0.000985311,7.42855e-06,-1.03981e-05,15.398,17.1013,-999,-999,-9.0,-161.216,250,0.0400056,7.97207,0.023,57627.1,0.5274,8,13.2362,0.15221,0.0785,0.0634,0.0248,0.001,1.0,0.006
2005mc,5,0.02626,0.00086,0.02597,1e-05,0.02515,1e-05,16.0325,0.287644,35.2855,0.288909,-9.0,0,0,0.17486,0.026247,-1.91661,0.051827,16.7696,0.0411079,0.00351693,0.000133157,-7.64243e-05,-1.078e-06,-2.37016e-06,126.776,21.646,-999,-999,-9.0,-83.8418,250,0.0375157,10.5777,0.05,53731.7,0.2487,60,122.726,3.31346e-06,0.0631,0.072,-0.1388,0.003,1.0,0.024
04D1pg,4,0.51387,0.00161,0.5138,0.001,0.515,0.001,23.0037,0.358645,42.2567,0.35966,-9.0,0,0,0.10301,0.034911,0.98811,0.1972,23.3138,0.0319164,8.4817e-06,2.49329e-07,0.00126171,-2.14731e-08,-5.41656e-09,36.7673,-4.1753,-999,-999,-9.0,-13.4748,250,0.0236785,9.808,0.161,53326.9,0.2456,38,32.5311,0.71995,0.0984,0.0082,0.0849,0.009,1.0,0.047
2008Y,65,0.07056,0.00089,0.07028,2e-05,0.06965,2e-05,18.0245,0.210599,37.2775,0.212322,-9.0,0,1,0.060985,0.037541,-0.607813,0.25965,18.2412,0.0565672,0.000906796,4.72444e-05,-0.000247528,-1.09395e-06,-9.01268e-07,169.877,54.4628,-999,-999,-9.0,-79.0466,250,0.0112737,10.544,0.072,54503.7,0.8603,36,36.2899,0.45514,0.11,0.0283,-0.1139,0.009,1.0,0.008
2006gt,5,0.04464,0.00087,0.04366,2e-05,0.0448,2e-05,17.2584,0.284996,36.5114,0.286272,-9.0,0,0,0.090384,0.023677,-2.07243,0.073024,17.9183,0.0300189,0.00122086,3.37547e-05,-0.000223615,1.19404e-07,-6.02493e-07,14.0721,-1.6294,-999,-999,-9.0,-282.87,250,0.0320358,9.98853,0.13,54003.2,0.1232,31,150.843,1.08333e-17,0.0569,0.0432,0.0223,0.023,1.0,0.028
120143,15,0.17378,0.0014,0.1736,0.001,0.173,0.001,20.0963,0.149076,39.3493,0.151501,-9.0,0,0,-0.073187,0.026704,-0.260387,0.14831,19.9753,0.0323463,0.000183603,5.4699e-06,0.000524353,-2.09666e-07,-1.22815e-07,163.682,58.6266,-999,-999,20.9559,-46.1522,250,0.0072745,9.163,0.213,55567.8,0.2097,20,23.6377,0.25858,0.0619,0.0189,0.0145,0.002,1.0,0.006
05D4ek,4,0.53435,0.00162,0.53433,0.001,0.536,0.001,22.8903,0.223672,42.1433,0.225295,-9.0,0,0,0.066832,0.030573,0.26236,0.17641,23.0343,0.0307607,1.09719e-05,3.10853e-07,0.000793091,-2.64609e-08,-6.11237e-09,334.115,-17.7363,-999,-999,-9.0,-3.6787,250,0.0235832,10.855,0.1075,53635.6,0.1806,53,58.637,0.27643,0.0879,0.008,-0.0764,0.005,1.0,0.016
